Sample,Height,del13Ctoc,Strat,Section,Reference
SCH,333.5,-25.1,Contorta Beds,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,334.0,-25.3,Contorta Beds,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,334.5,-25.0,Contorta Beds,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,335.0,-24.4,Contorta Beds,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,335.5,-24.2,Contorta Beds,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,336.0,-24.2,Armstadt Fm.,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,336.5,-24.4,Armstadt Fm.,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,337.0,-24.2,Armstadt Fm.,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,337.5,-24.6,Armstadt Fm.,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
SCH,338.0,-24.2,Armstadt Fm.,Schandelah,"van de Schootbrugge B, Richoz S, Pross J, Luppold F, Hunze S, Wonik T, Blau J, Meister C, Weijst C van der, Suan G, Fraguas A, Fiebig J, Herrle J, Guex J, Little C, Wignall P, Püttmann W, Oschmann W (in press) The Schandelah Scientific Drilling Project: A 25-million year record of Early Jurassic palaeo-environmental change from northern Germany. Newsletters on Stratigraphy"
